date,home_team,away_team,home_score,away_score,tournament
1938-02-16,Panamá,Costa Rica,0.0,11.0,Central American and Caribbean Games
1938-02-18,Colombia,Costa Rica,1.0,2.0,Central American and Caribbean Games
1938-02-18,México,El Salvador,6.0,0.0,Central American and Caribbean Games
1938-02-20,Panamá,México,2.0,2.0,Central American and Caribbean Games
1938-02-21,Colombia,El Salvador,3.0,2.0,Central American and Caribbean Games
1938-02-22,México,Costa Rica,2.0,1.0,Central American and Caribbean Games
1938-02-23,Venezuela,Colombia,2.0,1.0,Central American and Caribbean Games
1938-02-23,Panamá,El Salvador,1.0,2.0,Central American and Caribbean Games
1938-02-27,Países Bajos,Bélgica,7.0,2.0,Friendly
1938-03-13,Haití,Jamaica,5.0,2.0,Friendly
1938-03-13,Luxembourg,Bélgica,2.0,3.0,FIFA World Cup qualification
1938-03-13,Suiza,Polonia,3.0,3.0,Friendly
1938-03-17,Haití,Jamaica,2.0,0.0,Friendly
1938-03-20,Alemania,Luxembourg,2.0,1.0,Friendly
1938-03-20,Alemania,Hungary,1.0,1.0,Friendly
1938-03-20,Haití,Jamaica,2.0,0.0,Friendly
1938-03-24,Francia,Bulgaria,6.0,1.0,Friendly
1938-04-03,Bélgica,Países Bajos,1.0,1.0,FIFA World Cup qualification
1938-04-03,Suiza,Czechoslovakia,4.0,0.0,Central European International Cup
1938-04-09,Inglaterra,Scotland,0.0,1.0,British Home Championship
1938-04-24,Alemania,Portugal,1.0,1.0,Friendly
1938-05-01,Suiza,Portugal,2.0,1.0,FIFA World Cup qualification
1938-05-08,Suiza,Bélgica,0.0,3.0,Friendly
1938-05-14,Alemania,Inglaterra,3.0,6.0,Friendly
1938-05-15,Italia,Bélgica,6.0,1.0,Friendly
1938-05-21,Países Bajos,Scotland,1.0,3.0,Friendly
1938-05-21,Suiza,Inglaterra,2.0,1.0,Friendly
1938-05-26,Francia,Inglaterra,2.0,4.0,Friendly
1938-05-29,Bélgica,Yugoslavia,2.0,2.0,Friendly
1938-05-31,Noruega,Estonia,1.0,0.0,Friendly
1938-06-04,Alemania,Suiza,1.0,1.0,FIFA World Cup
1938-06-05,Brasil,Polonia,6.0,5.0,FIFA World Cup
1938-06-05,Czechoslovakia,Países Bajos,3.0,0.0,FIFA World Cup
1938-06-05,Francia,Bélgica,3.0,1.0,FIFA World Cup
1938-06-05,Italia,Noruega,2.0,1.0,FIFA World Cup
1938-06-09,Alemania,Suiza,2.0,4.0,FIFA World Cup
1938-06-10,Suecia,Latvia,3.0,3.0,Friendly
1938-06-12,Brasil,Czechoslovakia,1.0,1.0,FIFA World Cup
1938-06-12,Cuba,Suecia,0.0,8.0,FIFA World Cup
1938-06-12,Francia,Italia,1.0,3.0,FIFA World Cup
1938-06-12,Hungary,Suiza,2.0,0.0,FIFA World Cup
1938-06-14,Brasil,Czechoslovakia,2.0,1.0,FIFA World Cup
1938-06-15,Suecia,Finland,2.0,0.0,Friendly
1938-06-16,Brasil,Italia,1.0,2.0,FIFA World Cup
1938-06-16,Hungary,Suecia,5.0,1.0,FIFA World Cup
1938-06-17,Noruega,Finland,9.0,0.0,Nordic Championship
1938-06-18,Argentina,Uruguay,1.0,0.0,Friendly
1938-06-19,Brasil,Suecia,4.0,2.0,FIFA World Cup
1938-06-21,Dinamarca,Suecia,0.0,1.0,Nordic Championship
1938-06-26,Países Bajos,Indonesia,9.0,2.0,Friendly
1938-07-04,Finland,Suecia,2.0,4.0,Nordic Championship
1938-07-05,Curaçao,Suriname,2.0,1.0,Friendly
1938-07-07,Curaçao,Suriname,1.0,0.0,Friendly
1938-07-10,Curaçao,Suriname,4.0,1.0,Friendly
1938-08-07,Suecia,Czechoslovakia,2.0,6.0,Friendly
1938-08-08,Bolivia,Ecuador,1.0,1.0,Bolivarian Games
1938-08-08,Colombia,Perú,2.0,4.0,Bolivarian Games
1938-08-10,Colombia,Ecuador,1.0,2.0,Bolivarian Games
1938-08-11,Ecuador,Perú,1.0,9.0,Bolivarian Games
1938-08-13,Colombia,Venezuela,2.0,0.0,Bolivarian Games
1938-08-16,Colombia,Bolivia,1.0,2.0,Bolivarian Games
1938-08-19,Ecuador,Venezuela,5.0,2.0,Bolivarian Games
1938-08-22,Bolivia,Ecuador,2.0,1.0,Bolivarian Games
1938-09-03,Australia,India,5.0,3.0,Friendly
1938-09-04,Noruega,Suecia,2.0,1.0,Friendly
1938-09-10,Australia,India,4.0,4.0,Friendly
1938-09-17,Australia,India,1.0,4.0,Friendly
1938-09-18,Alemania,Polonia,4.0,1.0,Friendly
1938-09-18,Republic Of Ireland,Suiza,4.0,0.0,Friendly
1938-09-18,Noruega,Dinamarca,1.0,1.0,Nordic Championship
1938-09-24,Australia,India,5.0,4.0,Friendly
1938-09-25,Romania,Alemania,1.0,4.0,Friendly
1938-10-01,Australia,India,3.0,1.0,Friendly
1938-10-02,Suecia,Noruega,2.0,3.0,Nordic Championship
1938-10-08,Northern Ireland,Scotland,0.0,2.0,British Home Championship
1938-10-12,Uruguay,Argentina,2.0,3.0,Friendly
1938-10-16,México,Basque Country,8.0,4.0,Friendly
1938-10-22,Wales,Inglaterra,4.0,2.0,British Home Championship
1938-10-23,Dinamarca,Países Bajos,2.0,2.0,Friendly
1938-10-23,Polonia,Noruega,2.0,2.0,Friendly
1938-10-23,México,Basque Country,2.0,6.0,Friendly
1938-10-30,México,Basque Country,1.0,3.0,Friendly
1938-11-06,Suiza,Portugal,1.0,0.0,Friendly
1938-11-09,Inglaterra,Noruega,4.0,0.0,Friendly
1938-11-09,Scotland,Wales,3.0,2.0,British Home Championship
1938-11-16,Inglaterra,Northern Ireland,7.0,0.0,British Home Championship
1938-11-20,Italia,Suiza,2.0,0.0,Friendly
1938-12-04,Italia,Francia,1.0,0.0,Friendly
1938-12-07,Scotland,Hungary,3.0,1.0,Friendly
1939-01-15,Brasil,Argentina,1.0,5.0,Copa Roca
1939-01-15,Chile,Paraguay,1.0,5.0,Copa América
1939-01-15,Perú,Ecuador,5.0,2.0,Copa América
1939-01-22,Brasil,Argentina,3.0,2.0,Copa Roca
1939-01-22,Ecuador,Uruguay,0.0,6.0,Copa América
1939-01-22,Francia,Polonia,4.0,0.0,Friendly
1939-01-29,Bélgica,Alemania,1.0,4.0,Friendly
1939-01-29,Chile,Uruguay,2.0,3.0,Copa América
1939-01-29,Perú,Paraguay,3.0,0.0,Copa América
1939-02-05,Chile,Ecuador,4.0,1.0,Copa América
1939-02-05,Paraguay,Uruguay,1.0,3.0,Copa América
1939-02-12,Ecuador,Paraguay,1.0,3.0,Copa América
1939-02-12,Perú,Uruguay,2.0,1.0,Copa América
1939-02-12,Portugal,Suiza,2.0,4.0,Friendly
1939-02-26,Chile,Paraguay,4.0,1.0,Friendly
1939-02-26,Alemania,Yugoslavia,3.0,2.0,Friendly
1939-02-26,Países Bajos,Hungary,3.0,2.0,Friendly
1939-03-15,Haití,Panamá,1.0,0.0,Friendly
1939-03-16,Francia,Hungary,2.0,2.0,Friendly
1939-03-19,Bélgica,Países Bajos,5.0,4.0,Friendly
1939-03-19,Haití,Panamá,1.0,1.0,Friendly
1939-03-24,Haití,Panamá,3.0,0.0,Friendly
1939-03-26,Italia,Alemania,3.0,2.0,Friendly
1939-03-26,Luxembourg,Alemania,2.0,1.0,Friendly
1939-04-02,Suiza,Hungary,3.0,1.0,Friendly
1939-04-15,Scotland,Inglaterra,1.0,2.0,British Home Championship
1939-04-23,Países Bajos,Bélgica,3.0,2.0,Friendly
1939-05-07,Suiza,Países Bajos,2.0,1.0,Friendly
1939-05-13,Italia,Inglaterra,2.0,2.0,Friendly
1939-05-14,Bélgica,Suiza,1.0,2.0,Friendly
1939-05-18,Bélgica,Francia,1.0,3.0,Friendly
1939-05-18,Yugoslavia,Inglaterra,2.0,1.0,Friendly
1939-05-20,Francia,Wales,2.0,1.0,Friendly
1939-05-23,Alemania,Republic Of Ireland,1.0,1.0,Friendly
1939-05-24,Romania,Inglaterra,0.0,2.0,Friendly
1939-05-27,Polonia,Bélgica,3.0,3.0,Friendly
1939-06-02,Suecia,Noruega,3.0,2.0,Friendly
1939-06-04,Polonia,Suiza,1.0,1.0,Friendly
1939-06-09,Suecia,Finland,5.0,1.0,Nordic Championship
1939-06-11,Suecia,Lithuania,7.0,0.0,Friendly
1939-06-14,Noruega,Suecia,1.0,0.0,Friendly
1939-06-18,Dinamarca,Noruega,6.0,3.0,Friendly
1939-06-22,Noruega,Alemania,0.0,4.0,Friendly
1939-06-25,Dinamarca,Alemania,0.0,2.0,Friendly
1939-06-29,Estonia,Alemania,0.0,2.0,Friendly
1939-08-06,Panamá,Cuba,0.0,4.0,Friendly
1939-08-14,Paraguay,Argentina,0.0,1.0,Copa Chevallier Boutell
1939-08-16,Paraguay,Argentina,2.0,2.0,Copa Chevallier Boutell
1939-08-27,Slovakia,Alemania,2.0,0.0,Friendly
1939-09-02,China,Japón,0.0,3.0,Friendly
1939-09-03,Finland,Noruega,1.0,2.0,Nordic Championship
1939-09-03,Manchukuo,Japón,0.0,6.0,Friendly
1939-09-17,Noruega,Suecia,2.0,3.0,Nordic Championship
1939-09-24,Hungary,Alemania,5.0,1.0,Friendly
1939-10-01,Suecia,Dinamarca,4.0,1.0,Nordic Championship
1939-10-15,Yugoslavia,Alemania,1.0,5.0,Friendly
1939-10-22,Bulgaria,Alemania,1.0,2.0,Friendly
1939-10-22,Dinamarca,Noruega,4.0,1.0,Nordic Championship
1939-11-12,Czechoslovakia,Austria,4.0,4.0,Friendly
1939-11-12,Alemania,Czechoslovakia,4.0,4.0,Friendly
1939-11-12,Suiza,Italia,3.0,1.0,Friendly
1939-11-26,Alemania,Italia,5.0,2.0,Friendly
1939-12-03,Alemania,Slovakia,3.0,1.0,Friendly
1940-01-28,Francia,Portugal,3.0,2.0,Friendly
1940-02-18,Argentina,Paraguay,3.0,1.0,Copa Chevallier Boutell
1940-02-18,Brasil,Argentina,2.0,2.0,Copa Roca
1940-02-25,Argentina,Paraguay,4.0,0.0,Copa Chevallier Boutell
1940-02-25,Brasil,Argentina,0.0,3.0,Copa Roca
1940-03-02,Argentina,Chile,4.0,1.0,Friendly
1940-03-03,Italia,Suiza,1.0,1.0,Friendly
1940-03-05,Argentina,Brasil,6.0,1.0,Copa Roca
1940-03-09,Argentina,Chile,3.0,2.0,Friendly
1940-03-10,Argentina,Brasil,2.0,3.0,Copa Roca
1940-03-12,Uruguay,Chile,3.0,2.0,Friendly
1940-03-17,Argentina,Brasil,5.0,1.0,Copa Roca
1940-03-17,Bélgica,Países Bajos,7.0,1.0,Friendly
1940-03-24,Brasil,Uruguay,3.0,4.0,Copa Rio Branco
1940-03-31,Brasil,Uruguay,1.0,1.0,Copa Rio Branco
1940-03-31,Hungary,Suiza,3.0,0.0,Friendly
1940-03-31,Países Bajos,Luxembourg,4.0,5.0,Friendly
1940-04-02,Croacia,Suiza,4.0,0.0,Friendly
1940-04-07,Alemania,Hungary,2.0,2.0,Friendly
1940-04-14,Alemania,Yugoslavia,1.0,2.0,Friendly
1940-04-21,Países Bajos,Bélgica,4.0,2.0,Friendly
1940-04-21,Suiza,Croacia,0.0,1.0,Friendly
1940-05-02,Hungary,Croacia,1.0,0.0,Friendly
1940-05-05,Italia,Alemania,3.0,2.0,Friendly
1940-06-07,Japón,Manchukuo,7.0,0.0,Friendly
1940-06-09,Japón,China,6.0,0.0,Friendly
1940-06-16,Japón,Philippines,1.0,0.0,Friendly
1940-07-14,Alemania,Romania,9.0,3.0,Friendly
1940-07-18,Uruguay,Argentina,3.0,0.0,Friendly
1940-08-15,Argentina,Uruguay,5.0,0.0,Friendly
1940-08-29,Finland,Suecia,2.0,3.0,Friendly
1940-09-01,Alemania,Finland,13.0,0.0,Friendly
1940-09-15,Slovakia,Alemania,0.0,1.0,Friendly
1940-09-22,Suecia,Finland,5.0,0.0,Friendly
1940-10-06,Hungary,Alemania,2.0,2.0,Friendly
1940-10-06,Suecia,Dinamarca,1.0,1.0,Friendly
1940-10-20,Dinamarca,Suecia,3.0,3.0,Friendly
1940-10-20,Alemania,Bulgaria,7.0,3.0,Friendly
1940-11-03,Yugoslavia,Alemania,2.0,0.0,Friendly
1940-11-17,Alemania,Dinamarca,1.0,0.0,Friendly
1940-12-08,Croacia,Hungary,1.0,1.0,Friendly
1941-01-05,Chile,Argentina,1.0,2.0,Friendly
1941-01-09,Chile,Argentina,2.0,5.0,Friendly
1941-01-12,Portugal,España,2.0,2.0,Friendly
1941-01-18,Curaçao,Aruba,4.0,0.0,Friendly
1941-01-19,Curaçao,Aruba,2.0,1.0,Friendly
1941-01-19,Perú,Argentina,1.0,1.0,Friendly
1941-01-26,Perú,Argentina,1.0,1.0,Friendly
1941-01-29,Perú,Argentina,0.0,3.0,Friendly
1941-02-02,Chile,Ecuador,5.0,0.0,Copa América
1941-02-09,Ecuador,Uruguay,0.0,6.0,Copa América
1941-02-12,Argentina,Perú,2.0,1.0,Copa América
1941-02-16,Argentina,Ecuador,6.0,1.0,Copa América
1941-02-16,Chile,Uruguay,0.0,2.0,Copa América
1941-02-23,Argentina,Uruguay,1.0,0.0,Copa América
1941-02-23,Ecuador,Perú,0.0,4.0,Copa América
1941-02-26,Perú,Uruguay,0.0,2.0,Copa América
1941-03-04,Chile,Argentina,0.0,1.0,Copa América
1941-03-09,Alemania,Suiza,4.0,2.0,Friendly
1941-03-16,España,Portugal,5.0,1.0,Friendly
1941-04-06,Alemania,Hungary,7.0,0.0,Friendly
1941-04-13,Aruba,Curaçao,0.0,0.0,Friendly
1941-04-14,Aruba,Curaçao,2.0,2.0,Friendly
1941-04-20,Suiza,Alemania,2.0,1.0,Friendly
1941-05-08,Curaçao,Panamá,3.0,3.0,CCCF Championship
1941-05-11,Costa Rica,Panamá,7.0,0.0,CCCF Championship
1941-05-11,Curaçao,El Salvador,2.0,2.0,CCCF Championship
1941-05-13,Costa Rica,Curaçao,6.0,2.0,CCCF Championship
1941-05-15,Curaçao,Nicaragua,9.0,1.0,CCCF Championship
1941-05-15,El Salvador,Panamá,4.0,3.0,CCCF Championship
1941-05-18,Nicaragua,Panamá,2.0,5.0,CCCF Championship
1941-06-01,Romania,Alemania,1.0,4.0,Friendly
1941-06-15,Alemania,Croacia,5.0,1.0,Friendly
1941-08-23,India,Iran,0.0,1.0,Friendly
1941-09-14,Suecia,Dinamarca,2.0,2.0,Friendly
1941-09-28,Croacia,Slovakia,5.0,2.0,Friendly
1941-10-05,Finland,Alemania,0.0,6.0,Friendly
1941-10-05,Suecia,Alemania,4.0,2.0,Friendly
1941-10-19,Dinamarca,Suecia,2.0,1.0,Friendly
1941-11-16,Alemania,Dinamarca,1.0,1.0,Friendly
1941-11-16,Suiza,Hungary,1.0,2.0,Friendly
1941-12-07,Alemania,Slovakia,4.0,0.0,Friendly
1941-12-28,España,Suiza,3.0,2.0,Friendly
1942-01-01,Portugal,Suiza,3.0,0.0,Friendly
1942-01-10,Uruguay,Chile,6.0,1.0,Copa América
1942-01-11,Argentina,Paraguay,4.0,3.0,Copa América
1942-01-14,Brasil,Chile,6.0,1.0,Copa América
1942-01-17,Argentina,Brasil,2.0,1.0,Copa América
1942-01-18,Paraguay,Perú,1.0,1.0,Copa América
1942-01-18,Uruguay,Ecuador,7.0,0.0,Copa América
1942-01-18,Croacia,Alemania,0.0,2.0,Friendly
1942-01-21,Brasil,Perú,2.0,1.0,Copa América
1942-01-22,Argentina,Ecuador,12.0,0.0,Copa América
1942-01-22,Chile,Paraguay,0.0,2.0,Copa América
1942-01-24,Uruguay,Brasil,1.0,0.0,Copa América
1942-01-25,Argentina,Perú,3.0,1.0,Copa América
1942-01-25,Ecuador,Paraguay,1.0,3.0,Copa América
1942-01-28,Ecuador,Perú,1.0,2.0,Copa América
1942-01-28,Uruguay,Paraguay,3.0,1.0,Copa América
1942-01-31,Argentina,Chile,0.0,0.0,Copa América
1942-01-31,Brasil,Ecuador,5.0,1.0,Copa América
1942-02-01,Alemania,Suiza,1.0,2.0,Friendly
1942-02-01,Uruguay,Perú,3.0,0.0,Copa América
1942-02-05,Brasil,Paraguay,1.0,1.0,Copa América
1942-02-05,Chile,Ecuador,2.0,1.0,Copa América
1942-02-07,Uruguay,Argentina,1.0,0.0,Copa América
1942-03-08,Francia,Suiza,0.0,2.0,Friendly
1942-03-15,España,Francia,4.0,0.0,Friendly
1942-04-05,Italia,Croacia,4.0,0.0,Friendly
1942-04-12,Alemania,España,1.0,1.0,Friendly
1942-04-19,Italia,España,4.0,0.0,Friendly
1942-05-03,Hungary,Alemania,3.0,5.0,Friendly
1942-05-25,Argentina,Uruguay,4.0,1.0,Copa Newton
1942-05-25,Curaçao,Aruba,2.0,2.0,Friendly
1942-06-07,Slovakia,Croacia,1.0,2.0,Friendly
1942-06-14,Hungary,Croacia,1.0,1.0,Friendly
1942-06-28,Dinamarca,Suecia,0.0,3.0,Friendly
1942-07-19,Bulgaria,Alemania,0.0,3.0,Friendly
1942-08-08,China,Japón,1.0,6.0,Friendly
1942-08-09,Manchukuo,Japón,0.0,3.0,Friendly
1942-08-10,Japón,Mongolia,12.0,0.0,Friendly
1942-08-16,Alemania,Romania,7.0,0.0,Friendly
1942-08-25,Uruguay,Argentina,1.0,1.0,Copa Lipton
1942-09-06,Croacia,Slovakia,6.0,1.0,Friendly
1942-09-20,Alemania,Suecia,2.0,3.0,Friendly
1942-10-04,Suecia,Dinamarca,2.0,1.0,Friendly
1942-10-11,Romania,Croacia,2.0,2.0,Friendly
1942-10-18,Suiza,Alemania,3.0,5.0,Friendly
1942-11-01,Alemania,Croacia,5.0,1.0,Friendly
1942-11-01,Hungary,Suiza,3.0,0.0,Friendly
1942-11-15,Suiza,Suecia,3.0,1.0,Friendly
1942-11-22,Slovakia,Alemania,2.0,5.0,Friendly
1943-03-28,Argentina,Uruguay,3.0,3.0,Friendly
1943-04-04,Suiza,Croacia,1.0,0.0,Friendly
1943-04-04,Uruguay,Argentina,0.0,1.0,Friendly
1943-04-10,Croacia,Slovakia,1.0,0.0,Friendly
1943-05-16,Suiza,Hungary,1.0,3.0,Friendly
1943-06-14,Suecia,Suiza,1.0,0.0,Friendly
1943-06-20,Dinamarca,Suecia,3.0,2.0,Friendly
1943-07-10,Paraguay,Argentina,2.0,5.0,Copa Chevallier Boutell
1943-07-11,Paraguay,Argentina,2.0,1.0,Copa Chevallier Boutell
1943-09-12,Suecia,Hungary,2.0,3.0,Friendly
1943-09-25,Curaçao,Aruba,3.0,3.0,Friendly
1943-09-26,Curaçao,Aruba,2.0,2.0,Friendly
1943-10-03,Finland,Suecia,1.0,1.0,Friendly
1943-11-07,Hungary,Suecia,2.0,7.0,Friendly
1943-12-11,Aruba,Curaçao,1.0,2.0,Friendly
1943-12-12,Aruba,Curaçao,1.0,1.0,Friendly
1944-04-02,Curaçao,Haití,5.0,0.0,Friendly
1944-04-05,Haití,Venezuela,0.0,2.0,Friendly
1944-04-08,Aruba,Haití,1.0,1.0,Friendly
1944-04-09,Croacia,Slovakia,7.0,3.0,Friendly
1944-04-09,Curaçao,Venezuela,3.0,3.0,Friendly
1944-04-10,Curaçao,Aruba,3.0,1.0,Friendly
1944-05-14,Brasil,Uruguay,6.0,1.0,Friendly
1944-05-17,Brasil,Uruguay,4.0,0.0,Friendly
1944-07-29,Curaçao,Aruba,2.0,4.0,Friendly
1944-07-30,Curaçao,Aruba,2.0,3.0,Friendly
1944-08-25,Suriname,Curaçao,1.0,2.0,Friendly
1944-08-29,Aruba,Curaçao,1.0,2.0,Friendly
1944-08-31,Suriname,Curaçao,0.0,2.0,Friendly
1944-09-02,Aruba,Curaçao,1.0,5.0,Friendly
1944-12-24,Francia,Bélgica,3.0,1.0,Friendly
1945-01-06,Argentina,Paraguay,5.0,2.0,Copa Chevallier Boutell
1945-01-09,Argentina,Paraguay,5.0,3.0,Copa Chevallier Boutell
1945-01-14,Chile,Ecuador,6.0,3.0,Copa América
1945-01-18,Argentina,Bolivia,4.0,0.0,Copa América
1945-01-21,Brasil,Colombia,3.0,0.0,Copa América
1945-01-24,Ecuador,Uruguay,1.0,5.0,Copa América
1945-01-28,Bolivia,Brasil,0.0,2.0,Copa América
1945-01-28,Colombia,Uruguay,0.0,7.0,Copa América
1945-01-31,Argentina,Ecuador,4.0,2.0,Copa América
1945-01-31,Chile,Colombia,2.0,0.0,Copa América
1945-02-07,Argentina,Colombia,9.0,1.0,Copa América
1945-02-07,Brasil,Uruguay,3.0,0.0,Copa América
1945-02-11,Bolivia,Ecuador,0.0,0.0,Copa América
1945-02-11,Chile,Argentina,1.0,1.0,Copa América
1945-02-15,Argentina,Brasil,3.0,1.0,Copa América
1945-02-15,Bolivia,Uruguay,0.0,2.0,Copa América
1945-02-18,Chile,Uruguay,1.0,0.0,Copa América
1945-02-18,Colombia,Ecuador,3.0,1.0,Copa América
1945-02-21,Bolivia,Colombia,3.0,3.0,Copa América
1945-02-21,Brasil,Ecuador,9.0,2.0,Copa América
1945-02-25,Argentina,Uruguay,1.0,0.0,Copa América
1945-02-28,Chile,Brasil,0.0,1.0,Copa América
1945-03-11,Portugal,España,2.0,2.0,Friendly
1945-04-08,Suiza,Francia,1.0,0.0,Friendly
1945-05-06,España,Portugal,4.0,2.0,Friendly
1945-05-13,Luxembourg,Bélgica,4.0,1.0,Friendly
1945-05-21,Suiza,Portugal,1.0,0.0,Friendly
1945-05-26,Inglaterra,Francia,2.0,2.0,Friendly
1945-06-24,Suecia,Dinamarca,2.0,1.0,Friendly
1945-07-01,Dinamarca,Suecia,3.0,4.0,Friendly
1945-07-07,Paraguay,Argentina,5.0,1.0,Copa Chevallier Boutell
1945-07-09,Paraguay,Argentina,1.0,3.0,Copa Chevallier Boutell
1945-07-18,Uruguay,Argentina,2.0,2.0,Copa Lipton
1945-07-21,Suiza,Inglaterra,3.0,1.0,Friendly
1945-08-15,Argentina,Uruguay,6.0,2.0,Copa Newton
1945-08-19,Hungary,Austria,2.0,0.0,Friendly
1945-08-20,Hungary,Austria,5.0,2.0,Friendly
1945-08-26,Dinamarca,Noruega,4.0,2.0,Friendly
1945-08-26,Suecia,Finland,7.0,2.0,Friendly
1945-09-09,Noruega,Dinamarca,1.0,5.0,Friendly
1945-09-15,Northern Ireland,Inglaterra,0.0,1.0,Friendly
1945-09-30,Finland,Suecia,1.0,6.0,Friendly
1945-09-30,Suecia,Dinamarca,4.0,1.0,Friendly
1945-10-20,Inglaterra,Wales,0.0,1.0,Friendly
1945-10-21,Suecia,Noruega,10.0,0.0,Friendly
1945-11-11,Suiza,Italia,4.0,4.0,Friendly
1945-11-25,Suiza,Suecia,3.0,0.0,Friendly
1945-12-06,Austria,Francia,4.0,1.0,Friendly
1945-12-08,Aruba,Curaçao,2.0,1.0,Friendly
1945-12-09,Aruba,Curaçao,2.0,1.0,Friendly
1945-12-15,Bélgica,Francia,2.0,1.0,Friendly
1945-12-16,Brasil,Argentina,3.0,4.0,Copa Roca
1945-12-20,Brasil,Argentina,6.0,2.0,Copa Roca
1945-12-23,Brasil,Argentina,3.0,1.0,Copa Roca
1946-01-05,Uruguay,Brasil,4.0,3.0,Copa Rio Branco
1946-01-12,Argentina,Paraguay,2.0,0.0,Copa América
1946-01-16,Bolivia,Brasil,0.0,3.0,Copa América
1946-01-16,Chile,Uruguay,0.0,1.0,Copa América
1946-01-19,Argentina,Bolivia,7.0,1.0,Copa América
1946-01-19,Chile,Paraguay,2.0,1.0,Copa América
1946-01-19,Inglaterra,Bélgica,2.0,0.0,Friendly
1946-01-23,Brasil,Uruguay,4.0,3.0,Copa América
1946-01-23,Scotland,Bélgica,2.0,2.0,Friendly
1946-01-26,Argentina,Chile,3.0,1.0,Copa América
1946-01-26,Bolivia,Paraguay,2.0,4.0,Copa América
1946-01-29,Bolivia,Uruguay,0.0,5.0,Copa América
1946-01-29,Brasil,Paraguay,1.0,1.0,Copa América
1946-02-02,Argentina,Uruguay,3.0,1.0,Copa América
1946-02-03,Brasil,Chile,5.0,1.0,Copa América
1946-02-08,Paraguay,Uruguay,2.0,1.0,Copa América
1946-02-10,Argentina,Brasil,2.0,0.0,Copa América
1946-02-23,Bélgica,Luxembourg,7.0,0.0,Friendly
1946-02-23,Panamá,Honduras,1.0,0.0,CCCF Championship
1946-02-26,Costa Rica,Panamá,7.0,0.0,CCCF Championship
1946-03-07,El Salvador,Panamá,4.0,1.0,CCCF Championship
1946-03-10,Luxembourg,Países Bajos,2.0,6.0,Friendly
1946-03-10,Panamá,Nicaragua,0.0,2.0,CCCF Championship
1946-03-13,Panamá,Guatemala,3.0,3.0,CCCF Championship
1946-04-07,Francia,Czechoslovakia,3.0,0.0,Friendly
1946-04-13,Scotland,Inglaterra,1.0,0.0,Friendly
1946-04-14,Austria,Hungary,3.0,2.0,Friendly
1946-04-14,Portugal,Francia,2.0,1.0,Friendly
1946-04-24,Inglaterra,Scotland,2.0,2.0,Friendly
1946-05-05,Francia,Austria,3.0,1.0,Friendly
1946-05-11,Inglaterra,Suiza,4.0,1.0,Friendly
1946-05-12,Países Bajos,Bélgica,6.0,3.0,Friendly
1946-05-15,Scotland,Suiza,3.0,1.0,Friendly
1946-05-19,Francia,Inglaterra,2.0,1.0,Friendly
1946-05-26,Curaçao,Aruba,2.0,1.0,Friendly
1946-05-30,Bélgica,Países Bajos,2.0,2.0,Friendly
1946-06-10,Curaçao,Suriname,6.0,0.0,Friendly
1946-06-16,Noruega,Dinamarca,2.0,1.0,Friendly
1946-06-16,Portugal,Republic Of Ireland,3.0,1.0,Friendly
1946-06-23,Dinamarca,Suecia,3.0,1.0,Friendly
1946-06-23,España,Republic Of Ireland,0.0,1.0,Friendly
1946-06-28,Noruega,Finland,12.0,0.0,Friendly
1946-07-07,Suecia,Suiza,7.0,2.0,Friendly
1946-07-08,Dinamarca,Noruega,2.0,0.0,Friendly
1946-07-28,Luxembourg,Noruega,3.0,2.0,Friendly
1946-09-14,Czechoslovakia,Suiza,3.0,2.0,Friendly
1946-09-15,Finland,Suecia,0.0,7.0,Friendly
1946-09-15,Noruega,Suecia,0.0,3.0,Friendly
1946-09-28,Northern Ireland,Inglaterra,2.0,7.0,British Home Championship
1946-09-30,Republic Of Ireland,Inglaterra,0.0,1.0,Friendly
1946-10-06,Hungary,Austria,2.0,0.0,Friendly
1946-10-06,Suecia,Dinamarca,3.0,3.0,Friendly
1946-10-19,Wales,Scotland,3.0,1.0,British Home Championship
1946-10-20,Dinamarca,Noruega,7.0,1.0,Friendly
1946-10-27,Austria,Czechoslovakia,3.0,4.0,Friendly
1946-11-05,El Salvador,Panamá,2.0,3.0,Friendly
1946-11-10,El Salvador,Panamá,3.0,3.0,Friendly
1946-11-10,Suiza,Austria,1.0,0.0,Friendly
1946-11-13,Inglaterra,Wales,3.0,0.0,British Home Championship
1946-11-23,Aruba,Curaçao,0.0,4.0,Friendly
1946-11-24,Aruba,Curaçao,3.0,1.0,Friendly
1946-11-27,Inglaterra,Países Bajos,8.0,2.0,Friendly
1946-11-27,Scotland,Northern Ireland,0.0,0.0,British Home Championship
1946-12-01,Italia,Austria,3.0,2.0,Friendly
1946-12-09,Colombia,Curaçao,4.0,2.0,Central American and Caribbean Games
1946-12-09,Panamá,Guatemala,4.0,2.0,Central American and Caribbean Games
1946-12-12,Colombia,Venezuela,2.0,0.0,Central American and Caribbean Games
1946-12-12,Curaçao,Guatemala,2.0,2.0,Central American and Caribbean Games
1946-12-13,Panamá,Puerto Rico,12.0,1.0,Central American and Caribbean Games
1946-12-15,Colombia,Guatemala,4.0,2.0,Central American and Caribbean Games
1946-12-15,Curaçao,Puerto Rico,14.0,0.0,Central American and Caribbean Games
1946-12-16,Colombia,Puerto Rico,4.0,1.0,Central American and Caribbean Games
